Date,Gear_oil_inlet_pressure,Gear_oil_inlet_temp,Gear_oil_pump_pressure,Gear_oil_temp,Gearbox_speed,Generator_bearing_rear_temp,Generator_bearing_front_temp,Generator_RPM,Front_bearing_temperature,Rear_bearing_temperature,Rotor_bearing_temp,Rotor_speed,Wind_speed,Wind_direction,Power
1/1/2021 2:40,128.633556,12.72000012,481.7219802,16.30750017,0.120971027,9.300000191,15.02000008,1.416591922,15.30000019,13.8150001,9.410000038,0,6.308793855,305.7720806,-2.246568521
1/1/2021 2:50,-1.71663956,13.76000009,42.47974377,15.99000006,2.573910603,9.297500181,14.98749995,2.728848618,15.12000041,13.85499988,9.300000191,0,6.71396265,307.190077,-2.463169526
1/1/2021 3:00,-0.643032767,11.27647063,61.01328928,15.44705885,9.837165532,9.205882185,14.89999962,5.962969104,15.2882355,13.80000019,9.300000191,0,6.837088192,310.24299,-2.349910602
1/1/2021 3:10,138.5075154,11.77999992,501.8548779,15.53000016,8.280013008,9.184999895,14.89999962,4.821642727,15.14000039,13.72000022,9.292500162,0,6.240262604,309.65387,-1.993156032
1/1/2021 3:20,-1.417715335,14.09000001,61.47798958,15.95000005,12.67536671,9,14.73499975,7.923198614,15.11000037,13.87749977,9.202499819,0.000517,5.912006259,315.8085688,-1.611170019
1/1/2021 3:30,-1.345692772,12.30500002,57.44243603,15.28000007,8.310630804,9,14.69999981,4.629847471,15.07500029,13.77250018,9.199999809,0,5.325524926,311.0779579,-1.322013018
1/1/2021 3:40,141.9014242,12.2775001,499.444117,16.09749985,0.787020649,8.992499971,14.61750021,1.454139467,14.91999969,13.58000026,9.094999981,0,4.728618777,301.5156521,-2.816880053
1/1/2021 3:50,-1.541160809,13.29000006,51.70168667,15.73000016,5.329348112,8.907499647,14.53000011,4.25215674,14.72999978,13.6400003,9,0,5.194068813,303.3343579,-1.947808516
1/1/2021 4:00,-1.398183806,10.61500006,57.87670841,14.97749991,7.265770968,8.899999619,14.39999962,5.271621326,14.69999981,13.49750004,8.972499895,0,5.079618669,300.7486372,-1.312410025
1/1/2021 4:10,153.0319722,11.21749992,510.0947657,15.64499989,1.269403707,8.864999866,14.34249997,1.549828755,14.55000014,13.29750018,8.899999619,0,4.866600001,296.3616132,-2.331395033
1/1/2021 4:20,-1.606774637,12.01500001,48.84199295,15.5,2.191270012,8.800000191,14.29250016,1.982831972,14.37999973,13.26750002,8.857499933,0,4.540125012,290.9576784,-1.62077302
1/1/2021 4:30,-0.779125284,9.98499999,46.51697598,14.70000005,1.353845757,8.800000191,14.20249982,1.432931257,14.30000019,13.1150003,8.800000191,0,4.533993721,290.2467484,-1.863515525
1/1/2021 4:40,154.8822793,11.56749997,531.8490942,15.05999999,4.822511427,8.690000343,14.07999997,3.270656431,14.27000008,13.0250001,8.660000372,0,5.834137511,301.8083831,-2.376742525
1/1/2021 4:50,-1.832608134,13.30500002,51.02845821,14.99499998,4.87657139,8.600000381,14,5.299957311,14.15999985,13.01000004,8.600000381,0.011500002,5.649356318,301.4181829,-1.229184031
1/1/2021 5:00,-0.381169973,9.914999962,70.82490425,14.10499992,15.64973032,8.547500181,13.91249967,12.83445065,14.19999981,12.90999966,8.600000381,0.018184003,6.185325098,304.0564531,-1.792560025
1/1/2021 5:10,151.6922253,10.88000007,529.6931501,14.39499993,16.60590618,8.5,13.89999962,14.79806533,14.19999981,13.01999998,8.540000153,0.089000016,6.045637441,312.1453033,-2.664832518
1/1/2021 5:20,-0.511329456,13.09500008,66.64621983,14.59499998,15.22018157,8.5,13.81500015,12.03283661,14.17499986,13.15250006,8.5,0.021000005,5.834774995,308.5341353,-1.554085526
1/1/2021 5:30,-0.135194552,11.70999999,70.72312508,13.95749989,16.98250898,8.442499781,13.79500022,14.5694462,14.00500002,13.10000038,8.5,0.023000004,5.989368796,304.8055675,-1.261194013
1/1/2021 5:40,146.5960185,11.975,520.1094173,14.54250002,13.21696876,8.399999619,13.62000036,9.157136081,13.99499998,13.0650002,8.5,0.024500004,5.88620621,308.4574592,-2.921979511
1/1/2021 5:50,-1.444113442,13.67000003,61.80010738,14.68000007,11.39622726,8.399999619,13.59500036,7.803208563,13.9474998,13.1625001,8.464999866,0,6.329418826,305.8665351,-1.51140551
1/1/2021 6:00,0.68696158,11.50499997,74.47135124,13.61250005,17.65172771,8.369999552,13.50250001,15.29627226,13.89999962,13.10500035,8.399999619,0.084100013,6.377999973,308.1160617,-1.15609452
1/1/2021 6:10,149.0843059,11.63249998,528.5165216,14.00499997,15.16812214,8.259999609,13.47999997,11.66727406,13.87499981,13.10500035,8.399999619,0.023500004,6.424349904,310.0226943,-2.132933029
1/1/2021 6:20,-0.682077907,13.69250002,67.05882416,14.25,14.75398852,8.199999809,13.3150001,11.71883633,13.81000013,13.13750014,8.399999619,0.013500004,6.106706333,308.8896455,-1.711468042
1/1/2021 6:30,-0.887616907,11.89749999,67.09071445,13.64250011,14.23092408,8.199999809,13.30000019,9.535923427,13.80000019,12.96499987,8.399999619,0.029629505,5.973974991,313.4433832,-1.277199011
1/1/2021 6:40,148.3135725,11.99000006,526.7248032,14.04749994,15.63335828,8.199999809,13.21499987,12.10475169,13.64000034,12.93999972,8.37999959,0.032947006,6.188493752,312.1707898,-4.024724054
1/1/2021 6:50,-0.575112136,13.40500007,68.13000793,14.28499994,14.50598954,8.199999809,13.19999981,10.43566119,13.64500041,13.13500018,8.214999771,0.04958051,6.463650084,317.0459809,-2.255104536
1/1/2021 7:00,0.173342862,11.40749998,72.43198471,13.29499998,17.03976071,8.199999809,13.13250012,14.29200654,13.60000038,13.08500032,8.199999809,0.034720506,6.356999946,321.1504206,-2.210290515
1/1/2021 7:10,159.6276813,11.25999999,540.6283564,13.82999997,15.86526167,8.199999809,13.10000038,12.7356691,13.51500006,12.89499965,8.199999809,0.029500005,6.583349991,331.1214713,-3.898284537
1/1/2021 7:20,-0.52811437,11.36000004,66.98954868,14.04000001,11.91173811,8.199999809,12.93999977,10.36420703,13.4000001,12.83499999,8.199999809,0.018912003,6.802631259,335.5010698,-1.845910043
1/1/2021 7:30,0.518654539,7.647500038,74.90074062,13.06499982,13.78321926,8.199999809,12.89999962,9.169791078,13.30000019,12.80000019,8.117500257,0.038500006,6.054168773,337.7536534,-1.482063015
1/1/2021 7:40,170.3167813,9.232499981,563.7656124,13.47999997,20.33317503,8.199999809,12.82750006,18.13363541,13.29500017,12.74500027,8.100000381,0.091000014,5.659200144,337.3360217,-3.160987556
1/1/2021 7:50,2.767224062,10.15500004,86.45883865,13.84499998,22.43590504,8.199999809,12.80000019,20.67910602,13.26000004,12.72250028,8.100000381,0.096000017,5.979731297,335.4737224,-1.359358022
1/1/2021 8:00,0.967601853,7.105882364,71.23198722,13.33823541,12.33919403,8.199999809,12.70000031,11.3499811,13.19411749,12.81764698,8.100000381,0.062352953,6.275051425,334.2671859,-1.960769443
1/1/2021 8:10,163.61761,9.489999962,544.9823784,13.60000005,3.843936754,8.199999809,12.60000038,1.447998511,13.09000034,12.54000015,8.080000305,0,6.001574945,329.6452964,-2.324993043
1/1/2021 8:20,-1.72426908,12.35000014,47.37956886,13.59500012,1.259208217,8.199999809,12.60000038,1.426768351,12.88999968,12.46499987,7.915000081,0,5.002950048,319.1071397,-1.091541006
1/1/2021 8:30,-0.958571379,10.16499996,46.57587566,13.3650001,2.755170937,8.199999809,12.53000011,2.280361298,12.79500022,12.22499976,7.900000095,0,5.370337486,315.067158,-1.309209029
1/1/2021 8:40,165.8272686,11.11500025,547.8843412,13.68500009,2.037205364,8.199999809,12.5,1.438436178,12.61000037,12.10500035,7.900000095,0,5.648550034,320.4040403,-2.411420025
1/1/2021 8:50,-1.772029802,10.86000013,42.81681557,13.38000002,1.294072361,8.199999809,12.49249997,1.414859276,12.55500021,12.09500017,7.872500157,0,6.122737479,324.7148534,-1.436715529
1/1/2021 9:00,-0.978255515,9.35,42.08423042,12.89249978,3.246302649,8.199999809,12.39999962,1.353208467,12.5,11.91000009,7.800000191,0.017000003,6.389381266,323.7192079,-0.942161028
1/1/2021 9:10,162.290838,10.9125,545.444578,13.30499997,2.710476451,8.199999809,12.39999962,1.722718583,12.4749999,11.82000017,7.800000191,0,6.536568666,327.9621453,-2.452499518
1/1/2021 9:20,-1.69191995,11.82999992,48.71778545,13.19750004,3.638459071,8.199999809,12.39999962,2.262245525,12.40249963,11.88000011,7.800000191,0,6.681993747,328.4656739,-0.878141014
1/1/2021 9:30,-1.217974743,10.10500007,52.22278214,12.64500017,3.45141535,8.199999809,12.23999968,1.599395022,12.39999962,11.73999996,7.800000191,0,6.763424969,327.0104148,-1.269196507
1/1/2021 9:40,142.4864546,10.58437508,483.8979216,12.92500025,2.025888464,8.199999809,12.19999981,1.454523259,12.29374969,11.62499988,7.762500048,0,6.332812399,325.1102663,-2.067979366
1/1/2021 9:50,-0.02,NaN,0.449999988,NaN,NaN,8.199999809,12.19999981,1.299999952,NaN,NaN,7.699999809,0,6.079999924,328.7600098,-1.309999943
1/1/2021 10:00,-0.554665072,9.71875,55.92126369,12.60000038,4.909183332,8.16874969,12.19999981,1.396074551,12.19999981,11.5,7.699999809,0,6.183374941,329.6313554,-2.065978747
1/1/2021 10:10,149.4372447,10.85500007,538.3289927,12.87250013,4.144369258,8.18249979,12.13250012,1.904754063,12.19999981,11.50249991,7.699999809,0,6.472462559,335.1322308,-2.123330064
1/1/2021 10:20,-1.583580902,11.92999997,57.57412109,12.66250014,7.638716717,8.184999752,12.10000038,5.307392389,12.19999981,11.70499983,7.629999876,0,6.89296875,341.27836,-1.577559523
1/1/2021 10:30,-1.072098488,10.21250005,60.77470093,12.275,8.897299119,8.184999752,12.10000038,4.845811665,12.19999981,11.50999999,7.5,0.012000002,6.417243814,350.1666684,-1.118749522
1/1/2021 10:40,162.7837042,10.53750005,555.5367348,12.37250004,8.830714571,8.199999809,12.10000038,5.23517034,12.12000017,11.51999998,7.5,0,5.278481257,349.4099096,-2.560800022
1/1/2021 10:50,-0.914167619,11.31500001,65.69237843,12.51999998,12.73248538,8.199999809,12.10000038,9.531164233,12.12500019,11.7224999,7.5,0.039500005,5.319206166,351.4100696,-1.02485352
1/1/2021 11:00,-1.294117255,9.574999905,60.41290951,12.1500001,7.872346463,8.199999809,12.10000038,3.737193653,12.10000038,11.58999991,7.5,0,5.555606198,342.3234485,-1.435648529
1/1/2021 11:10,153.3583589,10.31999998,542.1527439,12.6474998,3.769210265,8.199999809,12.09500036,2.393815454,12.05500021,11.48499985,7.5,0,4.741312516,336.920895,-2.425824529
1/1/2021 11:20,-1.429922566,11.92000008,51.26253185,12.70000014,6.411935957,8.199999809,12.03000011,3.337592885,12.00250001,11.58999991,7.472499943,0,4.613568687,332.8984197,-1.456455027
1/1/2021 11:30,-0.667734431,10.3124999,51.35011845,12.4224997,3.115131662,8.199999809,12,1.600052984,12,11.41749969,7.400000095,0,5.113781238,331.397077,-1.410040519
1/1/2021 11:40,149.2234681,11.00499992,538.4205326,12.79499998,5.98674117,8.199999809,12,2.592914075,11.96999993,11.3974998,7.400000095,0,6.34106257,330.4886061,-2.072114028
1/1/2021 11:50,-1.418783474,12.16000004,50.09002857,12.70000005,2.86271102,8.199999809,12,1.57783589,11.89500003,11.48249989,7.400000095,0,6.184556246,326.2831914,-1.272397525
1/1/2021 12:00,-0.70740788,10.39249997,45.69131031,12.41999969,2.618540953,8.199999809,12,1.599680141,11.80000019,11.3499999,7.400000095,0,6.681056213,329.5776548,-0.872272508
1/1/2021 12:10,161.334097,11.23999982,550.4380922,12.48500009,1.917173381,8.199999809,12,1.560970176,11.79500017,11.32000008,7.400000095,0,5.837493801,324.4015134,-2.598145026
1/1/2021 12:20,-1.64293851,10.84500003,48.27023792,12.43250003,3.140541664,8.234999657,12,1.462056935,11.70249982,11.37499986,7.400000095,0,5.701875043,322.3633522,-1.20250905
1/1/2021 12:30,-0.974745936,9.52750001,49.34386234,12.12500019,2.780866158,8.374999571,11.95999994,1.872404398,11.69999981,11.2150003,7.400000095,0,4.71226877,315.3678037,-1.041392019
1/1/2021 12:40,163.4419789,11.24000006,554.4609871,12.48750019,1.80028434,8.399999619,11.81000013,1.574546076,11.58999996,11.15000033,7.400000095,0,4.842825055,311.9950793,-2.451966012
1/1/2021 12:50,-1.536663444,9.521052712,46.05044335,12.18947375,2.357147296,8.399999619,11.80000019,2.081301983,11.5,11.20000031,7.289473709,0,5.564684065,313.3052665,-1.866688397
1/1/2021 13:00,-1.104295035,8.77249999,45.58464985,11.76500001,3.519715341,8.399999619,11.80000019,1.855648387,11.5,11.06250024,7.219999886,0,5.375887477,314.4060796,-1.156094521
1/1/2021 13:10,167.8268085,10.60500007,587.9201981,12.08750005,4.331550912,8.399999619,11.80000019,3.435760388,11.5,11.02000008,7.199999809,0,5.87664361,315.0054259,-2.500514535
1/1/2021 13:20,-1.476157415,11.54750009,45.42061501,12.15000005,1.574090831,8.399999619,11.80000019,1.606720319,11.46749988,11.15000029,7.199999809,0,6.708131242,315.6523202,-0.884009526
1/1/2021 13:30,-0.95628252,10.16500001,41.25642853,12.08000031,2.970911555,8.399999619,11.80000019,1.477387374,11.39999962,11,7.199999809,0,6.75337503,314.579045,-1.530611515
1/1/2021 13:40,165.0200647,10.98500018,555.8446669,12.10500002,6.140396314,8.399999619,11.80000019,3.374263069,11.39999962,10.97000008,7.199999809,0,6.890081239,316.529836,-2.047039512
1/1/2021 13:50,-1.5619131,11.41000004,53.65087452,12.13250022,3.586844701,8.399999619,11.80000019,1.485195184,11.39999962,11.07000027,7.199999809,0,6.462018681,315.6079771,-0.860535514
1/1/2021 14:00,-1.020105392,9.939473754,54.40483836,11.80000014,5.059581602,8.399999619,11.77894748,2.58728445,11.39999962,10.97894739,7.199999809,0,5.968065739,315.8427337,-1.479760535
1/1/2021 14:10,166.441748,10.74250007,561.5585466,11.80499997,7.418141539,8.399999619,11.70749984,3.665322505,11.39999962,10.94000006,7.199999809,0,6.476137614,318.7245105,-2.177747032
1/1/2021 14:20,-1.47859883,11.29250011,57.26192207,11.94750009,7.736053796,8.399999619,11.69999981,5.071711192,11.39999962,11.11000028,7.199999809,0,6.250087476,320.1887545,-0.449740512
1/1/2021 14:30,-1.271991662,10.01999998,55.45037022,11.62499995,6.603923754,8.399999619,11.69999981,3.924295491,11.33500004,11,7.199999809,0,5.798887491,318.2317448,-1.12995303
1/1/2021 14:40,156.3471414,10.65000005,555.6298084,11.75499997,4.188729215,8.399999619,11.69999981,3.01931571,11.30000019,10.92000012,7.199999809,0,5.581462455,316.2537588,-2.883567538
1/1/2021 14:50,-1.541923785,11.59250002,54.07110806,11.91250005,3.319558174,8.399999619,11.69999981,1.892274756,11.30000019,11.05000019,7.199999809,0,5.536631155,318.883845,-1.114481503
1/1/2021 15:00,-1.092545585,10.26999998,63.22850552,11.4250001,9.75940245,8.399999619,11.69999981,6.161555607,11.30000019,11,7.199999809,0,5.778487444,325.9611216,-0.843463513
1/1/2021 15:10,165.4453347,10.76500001,568.2505501,11.41500015,10.40308604,8.432499743,11.69999981,6.644651312,11.30000019,11.01500006,7.199999809,0,5.665462518,324.9915595,-1.979818509
1/1/2021 15:20,-0.113984514,10.72250004,70.18036213,11.79250002,13.67574405,8.5,11.69999981,10.28437456,11.30000019,11.10000038,7.132499766,0.021500004,6.20218122,330.0430937,-1.324680521
1/1/2021 15:30,3.207141668,8.395000076,88.1777689,11.48249984,21.73904157,8.5,11.69999981,20.60462497,11.30000019,11.28000021,7.10249989,0.081091513,7.095974994,335.5420255,-1.185970499
1/1/2021 15:40,176.9858869,9.76500001,583.7837688,11.80499997,9.720738489,8.5,11.60999999,8.414606676,11.2150003,11.29500008,7.099999905,0.039500008,6.904537439,333.0390252,-2.631755548
1/1/2021 15:50,-1.792171726,11.27250004,50.01998997,11.8099999,4.264547506,8.5,11.5,2.735033361,11.10000038,11.16000032,7.099999905,0,6.507768774,332.9955835,-0.922421507
1/1/2021 16:00,-1.093991185,10.07368424,51.16751601,11.69999981,5.085824455,8.5,11.5,1.742302673,11.10000038,11.00263159,7.099999905,0,6.850361924,336.4714431,-1.095078956
1/1/2021 16:10,167.4024592,10.82749996,563.9940418,11.83499994,3.498317087,8.5,11.5,1.867228478,11.00750003,10.8900001,7.099999905,0,7.307474971,342.1966121,-2.366072521
1/1/2021 16:20,-1.705653062,11.2625001,46.71427498,11.57750001,3.602288651,8.5,11.5,1.797660185,11,10.99250011,7.099999905,0,6.56932497,342.2550039,-1.128352501
1/1/2021 16:30,-1.086441965,10.05500002,50.99824486,11.54999995,6.685816756,8.5,11.5,2.496654583,11,10.80000019,7.099999905,0,6.552768791,341.1603865,-1.090474014
1/1/2021 16:40,186.3776584,10.96250005,623.1104012,11.71749997,21.51719838,8.5,11.5,19.43510166,11.00500002,10.82500019,7.099999905,0.099421027,6.540824974,347.3505434,-2.442363521
1/1/2021 16:50,299.6975639,13.73000002,989.7006134,14.77750015,1089.031121,11.62999992,15.91999993,1088.400998,34.00000019,29.45000014,7.284999919,9.106927905,6.847519922,343.4855551,403.1424281
1/1/2021 17:00,204.5484123,18.4625001,802.0187622,20.64500017,1409.870802,18.71750002,27.15249977,1407.876474,61.00499935,45.93000031,8.277500081,11.8305328,7.156797338,342.0208444,706.9233917
1/1/2021 17:10,166.3179985,23.29000015,723.4277893,25.4000001,1513.263605,25.27500029,36.26000004,1511.041798,73.26499977,54.65500011,9.8125,12.73907299,6.828296757,347.8191626,697.6020416
1/1/2021 17:20,210.2363602,10.42749987,809.6714783,27.25500002,1569.544905,29.38250027,40.73250008,1566.880806,72.64750023,58.75499954,11.15750008,13.20090486,7.457509732,344.9562014,789.3036774
1/1/2021 17:30,206.1741051,10.57250004,796.2967926,29.5500001,1605.094311,33.44249992,44.64000092,1601.905987,70.77999916,62.78250027,12.46750002,13.50420611,7.297668147,341.226578,845.3188202
1/1/2021 17:40,205.6037247,11.20750008,790.5358948,30.71749973,1613.027132,35.41500053,44.63250027,1609.799578,71.75750008,62.91000004,13.53250003,13.55815418,7.918899488,341.3520122,866.8799927
1/1/2021 17:50,193.861602,12.3750001,761.0249573,32.27000122,1524.183203,37.37750015,45.28749981,1521.39045,73.09249916,63.62750053,14.48249989,12.82562162,7.142021489,340.7749827,718.2727478
1/1/2021 18:00,185.7015327,12.76000009,744.2707062,32.25500069,1405.415623,37.43000031,42.32250004,1402.993338,74.88250122,60.12250023,15.16000009,11.80233943,6.563985324,339.6100262,550.3681808
1/1/2021 18:10,185.2848106,12.8900002,743.9002014,32.51750107,1401.131092,37.20249844,39.49499989,1399.217709,74.43249969,58.80250034,15.60749998,11.76420374,6.59181056,341.4618649,552.9184509
1/1/2021 18:20,188.8262787,13.24750004,749.9287354,33.07500019,1476.550856,37.53750019,38.15749969,1474.390217,75.10999947,60.06000004,15.9500001,12.41789491,6.678311813,341.5979067,655.6631287
1/1/2021 18:30,217.4222685,23.57631583,799.9490806,34.59250031,1515.436174,38.61315657,39.04473676,1513.06509,73.39750061,60.51250019,16.41500025,12.75160463,6.882685837,342.554368,720.2143097
1/1/2021 18:40,171.3402008,36.82000027,716.20401,37.33421065,1449.932924,39.14499969,38.92499943,1447.727021,67.79499969,58.36999969,16.88249969,12.23782973,6.400486851,341.3444236,618.5393341
1/1/2021 18:50,156.8162056,38.98499947,673.1657806,39.23249969,1413.067457,39.8574995,40.10249958,1410.937689,67.10000048,59.09736914,17.24210558,11.79580843,6.739568043,340.6340689,551.0228149
1/1/2021 19:00,149.9385063,40.62250004,646.0144867,41.01750031,1432.485958,40.62250004,41.17499962,1429.939253,67.43249931,60.19250011,17.53000011,12.0429974,6.68358357,337.7958112,587.5917824
1/1/2021 19:10,139.0818626,41.61500053,606.5864075,42.05499992,1339.010582,40.95500031,41.34999981,1336.963223,66.91249962,60.16250057,17.84249945,11.2402913,6.286828566,337.8951659,475.3511902
1/1/2021 19:20,144.9491119,42.79749966,615.0779022,43.82500038,1499.150757,41.40250034,41.84999943,1496.391592,68.25249939,62.10749931,18.11000051,12.63167667,6.755086279,340.870586,706.6268005
1/1/2021 19:30,139.6119629,45.0625,585.9583405,45.96749992,1539.907579,43.17749958,44.1875,1537.021849,70.49499893,64.58000031,18.42749977,12.96096718,6.702610111,347.8505614,741.2829742
1/1/2021 19:40,135.7613503,46.77749977,563.5802338,47.81749992,1583.172615,44.86500034,46.27749939,1579.885494,72.09749947,66.43499908,18.86500025,13.33369133,6.638680816,349.3860672,800.8333252
1/1/2021 19:50,129.3618668,48.23750019,536.1365707,49.33749981,1564.883429,48.57250061,48.54000034,1561.934406,73.05499878,67.49250069,19.32249985,13.16829769,6.850887275,350.0706735,778.2376465
1/1/2021 20:00,122.8953979,49.25999947,510.2259842,50.47500038,1525.201315,51.6375,49.57249947,1522.535769,73.20249977,67.99499969,19.70750036,12.83316372,7.049079108,347.0124139,716.1098022
1/1/2021 20:10,118.1733418,49.97749996,491.7575409,51.24499989,1488.448957,53.22999916,49.65499992,1485.832941,72.68000031,67.86750031,19.9625,12.51231623,6.609927511,347.4244526,677.6986069
1/1/2021 20:20,143.5698486,45.98500004,570.0477585,52.32000046,1586.135107,55.32499981,50.5875,1583.022949,73.8375,69.40749969,20.19249983,13.34822877,7.4504004,348.4557427,824.9287704
1/1/2021 20:30,172.0166332,39.05499983,652.9637589,49.60499992,1607.931936,56.90749969,50.825,1604.922369,70.74500008,66.11249962,20.42749987,13.49325205,7.217478156,346.7108279,856.298941
1/1/2021 20:40,117.4607468,50.46749973,485.8880066,52.09999962,1513.793844,57.92249966,51.03749924,1510.967863,72.69750023,68.20499992,20.74499989,12.73223399,6.887492609,345.0184158,699.6897797
1/1/2021 20:50,151.6525532,43.20500021,593.8498566,52.62000008,1570.307333,59.08250027,51.16000023,1567.463614,73.20499954,68.97249908,21.00499973,13.21162847,7.283207941,346.4310182,782.9065948
1/1/2021 21:00,116.2658768,49.91052688,481.6457279,51.95749969,1456.840302,59.20500069,50.62749977,1454.250481,71.3650013,67.25000038,21.13750057,12.23402032,6.435347223,344.9180537,615.3311844
1/1/2021 21:10,106.4661193,51.83809498,448.1419227,53.39999962,1386.181423,58.79250011,50.14999962,1383.637333,71.88000145,67.89999962,21.25000038,11.63662796,6.379010057,343.20612,524.3178421
1/1/2021 21:20,108.3048763,52.76749954,447.840538,54.4375,1460.777498,58.85249977,49.91000023,1458.212076,73.07999916,69.36999931,21.37499952,12.27714859,6.538591766,343.5510588,623.0834167
1/1/2021 21:30,103.517815,53.61999969,430.1091003,55.32000027,1417.199541,59.19250031,50.00749969,1414.31761,73.64750023,70.04999962,21.46500006,11.93464328,6.292285895,346.0402849,564.8327667
1/1/2021 21:40,103.4344997,54.26250038,426.5036972,55.98750095,1442.815596,59.05500011,50.13249836,1440.228888,73.825,70.44000053,21.58500032,12.12119253,6.331063056,344.4108958,605.1855118
1/1/2021 21:50,106.3552303,53.86250057,437.8835678,56.72249966,1440.024782,59.14250011,50.2549984,1437.52141,74.34250069,71.02749939,21.75999985,12.12332381,6.38287096,339.1811672,596.2008179
1/1/2021 22:00,126.3265434,46.8449995,504.2656509,54.67000027,1411.075693,58.90250015,49.93749962,1408.740795,71.40250015,68.33499947,21.79999924,11.86582263,6.525932169,344.0035609,565.1171402
1/1/2021 22:10,94.59845886,54.42249947,401.4720383,56.08499908,1284.235525,58.1,49.62000008,1282.024973,71.97749977,68.97750015,21.88499937,10.77837074,6.106772339,341.2731863,411.4626961
1/1/2021 22:20,90.96177635,54.70000038,390.0074768,56.29999962,1223.441477,56.50749969,49.15999908,1221.75246,70.85499992,68.25750008,21.89999962,10.26916136,5.691213667,343.096612,345.1572754
1/1/2021 22:30,91.02525444,54.65499992,390.3753677,56.25499935,1209.374668,55.23000031,48.76250038,1207.377714,69.73749924,67.59499893,21.88999939,10.15223376,5.437594247,340.4231501,337.6536674
1/1/2021 22:40,89.08308678,54.83000126,383.1961517,56.59749928,1193.098938,54.6475008,48.49500008,1191.044357,70.08000069,68.00750084,21.86749907,10.03652854,5.20587858,337.0099743,322.9964516
1/1/2021 22:50,85.08796844,55.1,370.5667191,56.72749996,1153.010221,53.72000008,47.68500042,1150.764284,69.22250023,67.44250069,21.86249914,9.677389339,5.324103165,334.0403532,280.7256683
